Method,Init_Method,AL_Method,Episode,TestAccuracy
Margin_BALD,Margin,BALD,10,32.6
Margin_BALD,Margin,BALD,20,34.54
Margin_BALD,Margin,BALD,30,38.44
Margin_BALD,Margin,BALD,40,35.7
Margin_BALD,Margin,BALD,50,35.95
Margin_BALD,Margin,BALD,60,36.45
Margin_BALD,Margin,BALD,70,37.17
Margin_BALD,Margin,BALD,80,36.64
Margin_BALD,Margin,BALD,90,41.14
Margin_BALD,Margin,BALD,100,41.45
Margin_BALD,Margin,BALD,110,41.1
Margin_BALD,Margin,BALD,10,32.6
Margin_BALD,Margin,BALD,20,39.65
Margin_BALD,Margin,BALD,30,40.72
Margin_BALD,Margin,BALD,40,46.32
Margin_BALD,Margin,BALD,50,53.97
Margin_BALD,Margin,BALD,60,53.82
Margin_BALD,Margin,BALD,70,52.19
Margin_BALD,Margin,BALD,80,55.93
Margin_BALD,Margin,BALD,90,53.9
Margin_BALD,Margin,BALD,100,56.13
Margin_BALD,Margin,BALD,110,56.53
BALD_BALD,BALD,BALD,10,5.31
BALD_BALD,BALD,BALD,10,5.31
BALD_BALD,BALD,BALD,10,5.31
VAAL_BALD,VAAL,BALD,10,11.8
VAAL_BALD,VAAL,BALD,20,14.75
VAAL_BALD,VAAL,BALD,30,44.79
VAAL_BALD,VAAL,BALD,40,43.52
VAAL_BALD,VAAL,BALD,50,47.1
VAAL_BALD,VAAL,BALD,60,38.4
VAAL_BALD,VAAL,BALD,70,39.29
VAAL_BALD,VAAL,BALD,80,43.01
VAAL_BALD,VAAL,BALD,90,44.9
VAAL_BALD,VAAL,BALD,100,43.58
VAAL_BALD,VAAL,BALD,110,41.95
VAAL_BALD,VAAL,BALD,10,11.8
VAAL_BALD,VAAL,BALD,20,16.46
VAAL_BALD,VAAL,BALD,30,19.72
VAAL_BALD,VAAL,BALD,40,49.4
VAAL_BALD,VAAL,BALD,50,41.42
VAAL_BALD,VAAL,BALD,60,44.19
VAAL_BALD,VAAL,BALD,70,45.6
VAAL_BALD,VAAL,BALD,80,51.0
VAAL_BALD,VAAL,BALD,90,50.21
VAAL_BALD,VAAL,BALD,100,48.25
VAAL_BALD,VAAL,BALD,110,50.33
VAAL_BALD,VAAL,BALD,10,11.8
VAAL_BALD,VAAL,BALD,20,14.15
VAAL_BALD,VAAL,BALD,30,21.63
VAAL_BALD,VAAL,BALD,40,25.32
VAAL_BALD,VAAL,BALD,50,34.74
VAAL_BALD,VAAL,BALD,60,47.91
VAAL_BALD,VAAL,BALD,70,46.21
VAAL_BALD,VAAL,BALD,80,48.7
VAAL_BALD,VAAL,BALD,90,47.62
VAAL_BALD,VAAL,BALD,100,48.47
VAAL_BALD,VAAL,BALD,110,48.7
Coreset_BALD,Coreset,BALD,10,24.3
Coreset_BALD,Coreset,BALD,20,32.02
Coreset_BALD,Coreset,BALD,30,45.07
Coreset_BALD,Coreset,BALD,40,57.91
Coreset_BALD,Coreset,BALD,50,43.48
Coreset_BALD,Coreset,BALD,60,40.17
Coreset_BALD,Coreset,BALD,70,51.09
Coreset_BALD,Coreset,BALD,80,49.71
Coreset_BALD,Coreset,BALD,90,44.12
Coreset_BALD,Coreset,BALD,100,44.76
Coreset_BALD,Coreset,BALD,110,51.16
Coreset_BALD,Coreset,BALD,10,24.3
Coreset_BALD,Coreset,BALD,20,27.92
Coreset_BALD,Coreset,BALD,30,38.19
Coreset_BALD,Coreset,BALD,40,30.4
Coreset_BALD,Coreset,BALD,50,31.52
Coreset_BALD,Coreset,BALD,60,36.55
Coreset_BALD,Coreset,BALD,70,39.39
Coreset_BALD,Coreset,BALD,80,45.22
Coreset_BALD,Coreset,BALD,90,50.47
Coreset_BALD,Coreset,BALD,100,48.4
Coreset_BALD,Coreset,BALD,110,46.35
Coreset_BALD,Coreset,BALD,10,24.3
Coreset_BALD,Coreset,BALD,20,33.06
Coreset_BALD,Coreset,BALD,30,35.29
Coreset_BALD,Coreset,BALD,40,37.09
Coreset_BALD,Coreset,BALD,50,38.69
Coreset_BALD,Coreset,BALD,60,39.85
Coreset_BALD,Coreset,BALD,70,39.74
Coreset_BALD,Coreset,BALD,80,48.73
Coreset_BALD,Coreset,BALD,90,42.63
Coreset_BALD,Coreset,BALD,100,43.22
Coreset_BALD,Coreset,BALD,110,49.35
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,10,38.59
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,20,45.28
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,30,37.98
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,40,51.55
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,50,55.18
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,60,62.95
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,70,62.13
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,80,59.79
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,90,61.78
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,100,60.86
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,110,62.8
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,10,38.59
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,20,42.92
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,30,55.15
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,40,49.74
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,50,56.66
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,60,57.99
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,70,60.67
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,80,57.35
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,90,57.98
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,100,58.22
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,110,59.28
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,10,38.59
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,20,53.05
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,30,49.48
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,40,39.57
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,50,42.34
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,60,50.03
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,70,56.96
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,80,64.48
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,90,64.32
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,100,65.28
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,110,67.26
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,10,15.84
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,10,15.84
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,10,15.84
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,10,11.8
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,20,43.98
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,30,41.75
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,40,44.4
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,50,49.46
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,60,58.34
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,70,58.36
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,80,55.88
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,90,58.36
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,100,64.65
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,110,64.81
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,10,11.8
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,20,35.24
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,30,38.13
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,40,45.99
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,50,44.39
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,60,45.86
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,70,49.83
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,80,49.09
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,90,53.31
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,100,54.76
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,110,61.16
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,10,11.8
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,20,22.65
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,30,39.85
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,40,41.57
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,50,48.04
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,60,50.4
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,70,47.83
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,80,44.07
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,90,48.69
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,100,52.67
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,110,51.74
Consistency_Coreset,Consistency,Coreset,10,32.65
Consistency_Coreset,Consistency,Coreset,10,32.65
Consistency_Coreset,Consistency,Coreset,10,32.65
Consistency_Coreset,Consistency,Coreset,20,40.67
Consistency_Coreset,Consistency,Coreset,30,39.61
Consistency_Coreset,Consistency,Coreset,40,44.25
Consistency_Coreset,Consistency,Coreset,50,49.01
Consistency_Coreset,Consistency,Coreset,60,49.36
Consistency_Coreset,Consistency,Coreset,70,45.57
Consistency_Coreset,Consistency,Coreset,80,45.97
Consistency_Coreset,Consistency,Coreset,90,49.87
Consistency_Coreset,Consistency,Coreset,100,43.18
Consistency_Coreset,Consistency,Coreset,110,38.37
Entropy_Coreset,Entropy,Coreset,10,4.92
Entropy_Coreset,Entropy,Coreset,10,4.92
Entropy_Coreset,Entropy,Coreset,10,4.92
Entropy_Coreset,Entropy,Coreset,20,6.87
Entropy_Coreset,Entropy,Coreset,30,13.08
Entropy_Coreset,Entropy,Coreset,40,19.93
Entropy_Coreset,Entropy,Coreset,50,23.05
Entropy_Coreset,Entropy,Coreset,60,28.94
Entropy_Coreset,Entropy,Coreset,70,34.93
Entropy_Coreset,Entropy,Coreset,80,35.57
Entropy_Coreset,Entropy,Coreset,90,30.07
Entropy_Coreset,Entropy,Coreset,100,31.99
Entropy_Coreset,Entropy,Coreset,110,28.29
Margin_Coreset,Margin,Coreset,10,32.6
Margin_Coreset,Margin,Coreset,20,39.09
Margin_Coreset,Margin,Coreset,30,41.16
Margin_Coreset,Margin,Coreset,40,44.79
Margin_Coreset,Margin,Coreset,50,48.19
Margin_Coreset,Margin,Coreset,60,44.42
Margin_Coreset,Margin,Coreset,70,44.87
Margin_Coreset,Margin,Coreset,80,65.29
Margin_Coreset,Margin,Coreset,90,65.84
Margin_Coreset,Margin,Coreset,100,62.73
Margin_Coreset,Margin,Coreset,110,71.89
Margin_Coreset,Margin,Coreset,10,32.6
Margin_Coreset,Margin,Coreset,20,38.62
Margin_Coreset,Margin,Coreset,30,43.75
Margin_Coreset,Margin,Coreset,40,46.63
Margin_Coreset,Margin,Coreset,50,41.48
Margin_Coreset,Margin,Coreset,60,50.81
Margin_Coreset,Margin,Coreset,70,47.01
Margin_Coreset,Margin,Coreset,80,57.3
Margin_Coreset,Margin,Coreset,90,54.64
Margin_Coreset,Margin,Coreset,100,58.82
Margin_Coreset,Margin,Coreset,110,59.25
Margin_Coreset,Margin,Coreset,10,32.6
BALD_Coreset,BALD,Coreset,10,5.31
BALD_Coreset,BALD,Coreset,20,18.02
BALD_Coreset,BALD,Coreset,30,27.52
BALD_Coreset,BALD,Coreset,40,36.25
BALD_Coreset,BALD,Coreset,50,42.87
BALD_Coreset,BALD,Coreset,60,45.99
BALD_Coreset,BALD,Coreset,70,44.75
BALD_Coreset,BALD,Coreset,80,38.54
BALD_Coreset,BALD,Coreset,90,47.48
BALD_Coreset,BALD,Coreset,100,46.46
BALD_Coreset,BALD,Coreset,110,49.43
BALD_Coreset,BALD,Coreset,10,5.31
BALD_Coreset,BALD,Coreset,20,22.17
BALD_Coreset,BALD,Coreset,30,30.63
BALD_Coreset,BALD,Coreset,40,38.37
BALD_Coreset,BALD,Coreset,50,43.83
BALD_Coreset,BALD,Coreset,60,43.33
BALD_Coreset,BALD,Coreset,70,46.32
BALD_Coreset,BALD,Coreset,80,45.1
BALD_Coreset,BALD,Coreset,90,48.54
BALD_Coreset,BALD,Coreset,100,49.53
BALD_Coreset,BALD,Coreset,110,52.65
BALD_Coreset,BALD,Coreset,10,5.31
VAAL_Coreset,VAAL,Coreset,10,11.8
VAAL_Coreset,VAAL,Coreset,10,11.8
VAAL_Coreset,VAAL,Coreset,20,40.72
VAAL_Coreset,VAAL,Coreset,30,46.49
VAAL_Coreset,VAAL,Coreset,40,49.62
VAAL_Coreset,VAAL,Coreset,50,48.29
VAAL_Coreset,VAAL,Coreset,60,45.81
VAAL_Coreset,VAAL,Coreset,70,48.16
VAAL_Coreset,VAAL,Coreset,80,56.11
VAAL_Coreset,VAAL,Coreset,90,54.78
VAAL_Coreset,VAAL,Coreset,100,57.98
VAAL_Coreset,VAAL,Coreset,110,60.93
VAAL_Coreset,VAAL,Coreset,10,11.8
VAAL_Coreset,VAAL,Coreset,20,39.54
VAAL_Coreset,VAAL,Coreset,30,48.87
VAAL_Coreset,VAAL,Coreset,40,48.08
VAAL_Coreset,VAAL,Coreset,50,39.05
VAAL_Coreset,VAAL,Coreset,60,45.75
VAAL_Coreset,VAAL,Coreset,70,49.08
VAAL_Coreset,VAAL,Coreset,80,44.47
VAAL_Coreset,VAAL,Coreset,90,50.75
VAAL_Coreset,VAAL,Coreset,100,55.86
VAAL_Coreset,VAAL,Coreset,110,56.91
Coreset_Coreset,Coreset,Coreset,10,24.3
Coreset_Coreset,Coreset,Coreset,20,44.74
Coreset_Coreset,Coreset,Coreset,30,37.9
Coreset_Coreset,Coreset,Coreset,40,43.25
Coreset_Coreset,Coreset,Coreset,50,48.19
Coreset_Coreset,Coreset,Coreset,60,49.93
Coreset_Coreset,Coreset,Coreset,70,57.58
Coreset_Coreset,Coreset,Coreset,80,52.51
Coreset_Coreset,Coreset,Coreset,90,57.4
Coreset_Coreset,Coreset,Coreset,100,58.23
Coreset_Coreset,Coreset,Coreset,110,57.47
Coreset_Coreset,Coreset,Coreset,10,24.3
Coreset_Coreset,Coreset,Coreset,20,28.9
Coreset_Coreset,Coreset,Coreset,30,29.33
Coreset_Coreset,Coreset,Coreset,40,32.23
Coreset_Coreset,Coreset,Coreset,50,42.87
Coreset_Coreset,Coreset,Coreset,60,50.26
Coreset_Coreset,Coreset,Coreset,70,47.73
Coreset_Coreset,Coreset,Coreset,80,60.88
Coreset_Coreset,Coreset,Coreset,90,60.84
Coreset_Coreset,Coreset,Coreset,100,60.18
Coreset_Coreset,Coreset,Coreset,110,59.97
Coreset_Coreset,Coreset,Coreset,10,24.3
Coreset_Coreset,Coreset,Coreset,20,37.51
Coreset_Coreset,Coreset,Coreset,30,44.54
Coreset_Coreset,Coreset,Coreset,40,51.24
Coreset_Coreset,Coreset,Coreset,50,50.79
Coreset_Coreset,Coreset,Coreset,60,55.63
Coreset_Coreset,Coreset,Coreset,70,49.3
Coreset_Coreset,Coreset,Coreset,80,58.2
Coreset_Coreset,Coreset,Coreset,90,63.23
Coreset_Coreset,Coreset,Coreset,100,61.99
Coreset_Coreset,Coreset,Coreset,110,57.28
